id,key,value,type 
335506434,amenity,toilets,regular
335506448,amenity,toilets,regular
335506462,amenity,toilets,regular
335527138,power,substation,regular
335527154,amenity,toilets,regular
335527167,amenity,toilets,regular
335527174,power,sub_station,regular
335535144,name,Venkateswara Nagar,regular
335535144,is_in,Adyar,regular
335535144,place,neighbourhood,regular
335535144,ta,வெங்கடேஸ்வரா நகர்,name
335535157,name,Damodarapuram,regular
335535157,is_in,Adyar,regular
335535157,place,neighbourhood,regular
335535158,amenity,toilets,regular
335983002,name,Snake Park,regular
335983002,tourism,attraction,regular
335983002,created_by,Potlatch 0.10f,regular
335983194,amenity,parking,regular
335983194,created_by,Potlatch 0.10f,regular
338406694,highway,traffic_signals,regular
338406694,crossing,traffic_signals,regular
338406694,crossing_ref,zebra,regular
338406754,junction,yes,regular
338406779,highway,traffic_signals,regular
338406779,junction,yes,regular
338406792,highway,traffic_signals,regular
338406792,junction,yes,regular
338406818,highway,crossing,regular
338406818,crossing,uncontrolled,regular
338406818,crossing_ref,zebra,regular
338406849,name,Gangai Nagar,regular
338406849,is_in,Velachery,regular
338406849,place,neighbourhood,regular
338406849,ta,கங்கை நகர்,name
338461216,is_in,Velacheri;Chennai;Tamilnadu;TN;India;IN,regular
339090560,amenity,post_box,regular
339090560,created_by,Potlatch 0.10f,regular
339120850,name,Benjarong,regular
339120850,amenity,restaurant,regular
339120850,created_by,Potlatch 0.10f,regular
339125112,name,French Loaf,regular
339125112,shop,bakery,regular
339125112,created_by,Potlatch 0.10f,regular
339125190,name,Winners Bakery,regular
339125190,shop,bakery,regular
339125190,created_by,Potlatch 0.10f,regular
339125302,name,Okadeys,regular
339125302,amenity,restaurant,regular
339125302,created_by,Potlatch 0.10f,regular
339129119,name,State Bank of India,regular
339129119,amenity,bank,regular
339129119,website,https://www.sbi.co.in,regular
339129119,wikidata,Q1340361,regular
339129119,wikipedia,en:State Bank of India,regular
339129119,short_name,SBI,regular
339129119,wikidata,Q1340361,brand
339129150,atm,yes,regular
339129150,name,Tamil Nadu Co-op Bank,regular
339129150,amenity,bank,regular
339129150,created_by,Potlatch 0.10f,regular
339129782,name,Hotel Maris,regular
339129782,tourism,hotel,regular
339129782,created_by,Potlatch 0.10f,regular
339129820,name,New Woodlands,regular
339129820,tourism,hotel,regular
339129820,created_by,Potlatch 0.10f,regular
339129823,name,Hotel Savera,regular
339129823,tourism,hotel,regular
339129823,wikidata,Q7428173,regular
339129823,created_by,Potlatch 0.10f,regular
339129986,name,Amaravati,regular
339129986,amenity,restaurant,regular
339129986,created_by,Potlatch 0.10f,regular
339130052,name,Kalpaka,regular
339130052,amenity,restaurant,regular
339130052,created_by,Potlatch 0.10f,regular
339280986,name,Madras Cafe,regular
339280986,amenity,restaurant,regular
339280986,created_by,Potlatch 0.10f,regular
339282419,name,B1 Saint Thomas Mount PS,regular
339282419,amenity,police,regular
339282419,created_by,Potlatch 0.10f,regular
339327873,name,Sri Krishna Gana Sabha - Auditorium,regular
339327873,amenity,theatre,regular
339327873,website,http://www.krishnaganasabha.org,regular
339327873,operator,Sri Krishna Gana Sabha,regular
339327873,city,Chennai,addr
339327873,street,Maharajapuram Santhanam Road,addr
339327873,postcode,600017,addr
339327873,housenumber,20,addr
339988118,name,Mattankuppam,regular
339988118,place,neighbourhood,regular
339995195,highway,traffic_signals,regular
339996211,highway,traffic_signals,regular
340003061,highway,traffic_signals,regular
340003062,highway,traffic_signals,regular
340003064,highway,traffic_signals,regular
340003313,highway,traffic_signals,regular
340005582,name,Rail Nagar,regular
340005582,place,locality,regular
340005582,ta,ரயில் நகர்,name
340005582,created_by,Potlatch 0.10f,regular
340366252,name,Coffee World,regular
340366252,amenity,cafe,regular
340366252,created_by,Potlatch 0.10f,regular
340890453,name,Ward 155 Corporation Office,regular
340890453,amenity,public_building,regular
340890453,created_by,Potlatch 0.10f,regular
340891549,amenity,theatre,regular
340891549,en,Kalakshetra,name
340891549,es,Kalakshetra,name
340891549,created_by,Potlatch 0.10f,regular
342746843,highway,traffic_signals,regular
343155051,highway,traffic_signals,regular
343158176,highway,traffic_signals,regular
343158179,highway,traffic_signals,regular
343170906,created_by,JOSM,regular
343251191,name,Sangeetha Residency,regular
343251191,tourism,hotel,regular
343251191,created_by,Potlatch 0.10f,regular
343298745,food,veg,regular
343298745,name,Adyar Anand Bhavan,regular
343298745,phone,914452151544,regular
343298745,amenity,restaurant,regular
343298745,cuisine,regional,regular
343298745,smoking,no,regular
343298745,website,www.aabsweets.in,regular
343298745,alt_name,A2B,regular
343298745,delivery,yes,regular
343298745,operator,Adyar Ananda Bhavan,regular
343298745,takeaway,yes,regular
343298745,city,Chennai,addr
343298745,street,Mahatma Gandhi Rd,addr
343298745,postcode,600020,addr
343298745,vegetarian,only,diet
343314958,man_made,water_tower,regular
343406007,name,Dhanalkshmi Colony,regular
343406007,is_in,Vadapalani,regular
343406007,place,locality,regular
343456161,name,Saligram Post office,regular
343456161,amenity,post_office,regular
343456161,created_by,Potlatch 0.10f,regular
343462598,name,Gandhi Nagar Telephone Exchange (2362 xxxx),regular
343462598,amenity,telephone,regular
343721497,name,Alwarpet,regular
343721497,highway,bus_stop,regular
343721497,shelter,yes,regular
343729097,name,Sri Lankan High Commission,regular
343729097,amenity,embassy,regular
343729097,country,LK,regular
344379242,barrier,gate,regular
344405871,amenity,fuel,regular
344405874,name,Little Italy,regular
344405874,amenity,restaurant,regular
344408914,name,Pizza Hut,regular
344408914,amenity,restaurant,regular
344408914,created_by,Potlatch 0.10f,regular
344408915,name,Mainland China,regular
344408915,amenity,restaurant,regular
344408916,name,Hotel Aruna Inn,regular
344408916,tourism,hotel,regular
344411089,name,Sterling Road,regular
344411089,highway,bus_stop,regular
344413691,name,Choolai,regular
344413691,is_in,Chennai,regular
344413691,place,suburb,regular
344413691,wikidata,Q15209945,regular
344420267,name,Ayanavaram MTC Terminus,regular
344420267,amenity,bus_station,regular
344422033,name,Jamalaya Nagar,regular
344422033,is_in,Perambur,regular
344422033,place,locality,regular
344422071,name,Kannigapuram,regular
344422071,is_in,Vyasarpadi,regular
344422071,place,locality,regular
344423018,name,Mettupalayam,regular
344423018,is_in,Vyasarpadi,regular
344423018,place,locality,regular
344423018,ta,மேட்டுப்பாளையம்,name
344425994,name,Ekangipuram,regular
344425994,is_in,Perambur,regular
344425994,place,locality,regular
344458305,name,Kosapet,regular
344458305,place,locality,regular
344458305,wikidata,Q6432988,regular
344492756,name,Otteri,regular
344492756,place,suburb,regular
344492756,ta,ஓட்டேரி,name
344492756,wikidata,Q15264673,regular
347356350,name,Balalok Matriculation Higher Secondary School,regular
347356350,amenity,school,regular
347356350,created_by,Potlatch 0.10f,regular
347360785,name,Tharachand Nagar,regular
347360785,is_in,Saligramam,regular
347360785,place,locality,regular
347360785,created_by,Potlatch 0.10f,regular
347362882,name,JaiGopal Garodia Girls High school,regular
347362882,amenity,school,regular
347444724,name,Novelty,regular
347444724,amenity,restaurant,regular
347444889,name,Annapurna,regular
347444889,amenity,restaurant,regular
353205971,name,Sridevi Park,regular
353205971,tourism,hotel,regular
353206130,name,Barbecue Nation,regular
353206130,amenity,restaurant,regular
353206130,created_by,Potlatch 0.10f,regular
353873992,name,SSR Pankajam Theater,regular
353873992,amenity,cinema,regular
353973709,name,Zaras,regular
353973709,amenity,pub,regular
353973709,created_by,Potlatch 0.10f,regular
353974487,name,Orient Inn,regular
353974487,tourism,hotel,regular
353974487,created_by,Potlatch 0.10f,regular
353977800,name,Sparkys Diner,regular
353977800,amenity,restaurant,regular
353977800,created_by,Potlatch 0.10f,regular
354944056,name,Deccan Plaza,regular
354944056,tourism,hotel,regular
354944093,name,Haldirams,regular
354944093,amenity,restaurant,regular
354944093,created_by,Potlatch 0.10f,regular
354959513,name,Broadlands Lodge,regular
354959513,tourism,hotel,regular
354959513,created_by,Potlatch 0.10f,regular
354959926,name,Maharaja,regular
354959926,amenity,restaurant,regular
354959926,created_by,Potlatch 0.10f,regular
354959982,name,Triplicane Big Wallajah Mosque,regular
354959982,amenity,place_of_worship,regular
354959982,religion,muslim,regular
354959982,created_by,Potlatch 0.10f,regular
355515108,name,Sriram Nagar,regular
355515108,is_in,Alwarpet,regular
355515108,place,neighbourhood,regular
355515108,ta,ஸ்ரீராம் நகர்,name
355515110,name,Park Sheraton Residency,regular
355515110,tourism,hotel,regular
355515110,wikidata,Q5974726,regular
355515110,wikipedia,en:Crowne Plaza Chennai Adyar Park,regular
355515112,name,Raintree,regular
355515112,tourism,hotel,regular
355515114,name,Chola Sheraton,regular
355515114,highway,bus_stop,regular
355515116,name,Luz Church,regular
355515116,amenity,place_of_worship,regular
355515116,religion,christian,regular
355515118,amenity,place_of_worship,regular
355515118,religion,hindu,regular
355549323,name,National Art Gallery,regular
355549323,amenity,arts_centre,regular
355549323,wikidata,Q7753143,regular
355549777,name,Governers Bodyguard Mosque,regular
355549777,amenity,place_of_worship,regular
355549777,religion,muslim,regular
355550113,name,Egmore Station,regular
355550113,highway,bus_stop,regular
355550124,amenity,parking,regular
355982191,name,Mahaveer Colony,regular
355982191,is_in,Vepery,regular
355982191,place,neighbourhood,regular
355982191,ta,மஹாவீர் காலனி,name
356274121,name,Ice House stop,regular
356274121,highway,bus_stop,regular
356274121,created_by,Potlatch 0.10f,regular
356277093,name,LIC stop,regular
356277093,highway,bus_stop,regular
357189520,name,"Don Pepe, Copper Chimney",regular
357189520,amenity,restaurant,regular
357224811,name,Chepauk Palace,regular
357224811,tourism,attraction,regular
357224814,name,PWD Building,regular
357224814,tourism,attraction,regular
357233537,name,Kannagi Statue,regular
357233537,highway,bus_stop,regular
357233537,ta,கண்ணகி சிலை,name
357233543,name,Kannagi Statue,regular
357233543,highway,bus_stop,regular
357233543,ta,கண்ணகி சிலை,name
357259218,amenity,parking,regular
357259235,amenity,parking,regular
357259253,amenity,parking,regular
357259266,amenity,parking,regular
357285422,amenity,parking,regular
357285428,amenity,parking,regular
357285436,amenity,parking,regular
357924381,highway,crossing,regular
357924381,name,V.V  Kovil street,regular
357924664,name,Chinmaya Nagar,regular
357924664,is_in,Koyambedu,regular
357924664,place,locality,regular
357924664,ta,சின்மயா நகர்,name
357924664,created_by,Potlatch 0.7b,regular
357936503,highway,traffic_signals,regular
357985265,name,US Consulate,regular
357985265,amenity,embassy,regular
357985265,country,US,regular
357985265,wikidata,Q5164570,regular
357985265,wikipedia,"en:Consulate General of the United States, Chennai",regular
358910747,name,Paneer soda shop,regular
358910747,amenity,restaurant,regular
358910747,created_by,Potlatch 0.10f,regular
359084663,highway,traffic_signals,regular
359289706,name,Corner Juice Shop,regular
359289706,amenity,restaurant,regular
360215202,name,Ramakrishna Math Universal Temple,regular
360215202,tourism,attraction,regular
360215202,website,http://www.chennaimath.org/,regular
360215202,wikidata,Q7586210,regular
360215202,wikipedia,"en:Sri Ramakrishna Math, Chennai",regular
360359352,name,USIS Library,regular
360359352,amenity,library,regular
360359352,created_by,Potlatch 0.10f,regular
360806713,name,Subway,regular
360806713,amenity,restaurant,regular
360806713,created_by,Potlatch 0.10f,regular
360806894,name,Wangs Kitchen,regular
360806894,amenity,restaurant,regular
360806894,created_by,Potlatch 0.10f,regular
360807083,highway,bus_stop,regular
360807083,created_by,Potlatch 0.10f,regular
360807238,highway,bus_stop,regular
360807238,created_by,Potlatch 0.10f,regular
360807295,highway,bus_stop,regular
360807295,created_by,Potlatch 0.10f,regular
360894240,name,Urur Kuppam,regular
360894240,place,neighbourhood,regular
361000031,is_in,Vadapalani,regular
361000031,name,Kaveri Rangan Colony,regular
361000031,ta,காவேரி ரங்கன் காலனி,name
361000031,place,hamlet,regular
361001926,name,Majestic Apartments,regular
361001926,landuse,residential,regular
361001926,created_by,Potlatch 0.10f,regular
361176093,name,Casa Picola,regular
361176093,amenity,restaurant,regular
361176093,created_by,Potlatch 0.10f,regular
361176408,name,Barista,regular
361176408,amenity,cafe,regular
361176408,created_by,Potlatch 0.10f,regular
362227758,name,Mayor Ramanathan Chettiar Convention Centre,regular
362227758,amenity,community_hall,regular
362227770,name,MRC Nagar,regular
362227770,highway,bus_stop,regular
363652703,name,Seethammal Colony Ext,regular
363652703,is_in,Alwarpet,regular
363652703,place,neighbourhood,regular
363704800,food,non-veg,regular
363704800,name,Dominos Pizza,regular
363704800,amenity,restaurant,regular
363704809,name,US Pizza,regular
363704809,amenity,restaurant,regular
363737735,name,Corporation Hall,regular
363737735,amenity,community_hall,regular
363737741,name,Ethiraj Kalyana Mandapam,regular
363737741,amenity,community_hall,regular
364119253,name,The Wanton,regular
364119253,amenity,restaurant,regular
364119253,created_by,Potlatch 0.10f,regular
364278256,name,Kalaimagal Nagar,regular
364278256,place,locality,regular
364278256,created_by,Potlatch 0.10f,regular
364279139,name,Defence Colony,regular
364279139,is_in,Chennai,regular
364279139,place,locality,regular
364279139,created_by,Potlatch 0.10f,regular
364279392,name,Sundar Nagar,regular
364279392,place,locality,regular
364279392,ta,சுந்தர் நகர்,name
364279392,created_by,Potlatch 0.10f,regular
364280369,name,Ekkattuthangal,regular
364280369,place,suburb,regular
364280369,ta,ஈக்காட்டுத்தாங்கல்,name
364280369,wikidata,Q5350460,regular
364367391,name,Kasi Theatre,regular
364367391,amenity,cinema,regular
364367391,created_by,Potlatch 0.10f,regular
364392929,name,Madras Terrace House,regular
364392929,landuse,commercial,regular
364392929,created_by,Potlatch 0.10f,regular
364571579,name,Ambal Nagar,regular
364571579,place,locality,regular
364571579,ta,அம்பாள் நகர்,name
364571579,created_by,Potlatch 0.10f,regular
364572949,name,Shell,regular
364572949,amenity,fuel,regular
364572949,created_by,Potlatch 0.10f,regular
364578426,name,Aavin Milk Booth,regular
364578426,amenity,shop,regular
364649515,highway,traffic_signals,regular
364649515,crossing,traffic_signals,regular
364649515,crossing_ref,zebra,regular
364649516,highway,traffic_signals,regular
364649516,crossing,traffic_signals,regular
364649516,crossing_ref,zebra,regular
364649979,traffic_calming,bump,regular
364737027,name,HDFC,regular
364737027,amenity,bank,regular
364737370,barrier,gate,regular
364873652,name,Navaratna Gardens,regular
364873652,place,locality,regular
364873707,name,"North Phase, Guindy Ind. Est.",regular
364873707,landuse,commercial,regular
364873707,created_by,Potlatch 0.10f,regular
364997861,name,Central Institute of Plastic Engineering & Technology (CIPET),regular
364997861,amenity,college,regular
364997861,created_by,Potlatch 0.10f,regular
365251742,name,IMAGE Auditorium,regular
365251742,amenity,theatre,regular
365251742,created_by,Potlatch 0.10f,regular
365269904,name,Bombay Halwa House,regular
365269904,amenity,restaurant,regular
365269904,wheelchair,no,regular
365271693,name,Mookambika Complex,regular
365271693,landuse,commercial,regular
365275558,name,Corporation Complex,regular
365275558,landuse,commercial,regular
365275559,name,Ramaniyam Abbotsbury,regular
365275559,landuse,residential,regular
365279752,name,DMS,regular
365279752,highway,bus_stop,regular
365281356,name,Sivagami Petachi Auditorium,regular
365281356,amenity,theatre,regular
365286116,name,LIC Jeevan Anand,regular
365286116,landuse,commercial,regular
365332618,name,Spencers Plaza,regular
365332618,landuse,commercial,regular
365332618,wikidata,Q3493024,regular
365332623,name,TVS Sundaram Motors,regular
365332623,landuse,commercial,regular
365332627,name,Ayakar Bhavan - Central Excise,regular
365332627,landuse,commercial,regular
365351250,name,Mathsya,regular
365351250,amenity,restaurant,regular
365353380,name,Egmore Museum Theatre,regular
365353380,amenity,theatre,regular
365359563,name,Impex Palani Towers,regular
365359563,landuse,commercial,regular
365359625,name,Rathna Stores,regular
365359625,landuse,retail,regular
365359627,name,Saravana Stores,regular
365359627,landuse,retail,regular
365359628,name,Jayachandran Textiles,regular
365359628,landuse,retail,regular
365359629,name,Sarvana Jewellery Stores,regular
365359629,landuse,retail,regular
365362731,name,Century Plaza,regular
365362731,landuse,commercial,regular
365362734,name,Capitale Tower,regular
365362734,landuse,commercial,regular
365362736,name,Vijayaraghava Manor,regular
365362736,landuse,residential,regular
365362739,name,Controller of Defence Accounts,regular
365362739,landuse,commercial,regular
365362739,created_by,Potlatch 0.10f,regular
365362742,name,Guna Complex,regular
365362742,landuse,commercial,regular
365362742,created_by,Potlatch 0.10f,regular
365544723,name,BP,regular
365544723,amenity,fuel,regular
365544723,created_by,Potlatch 0.10f,regular
365670857,name,Chennai Trade Centre,regular
365670857,landuse,commercial,regular
365670857,created_by,Potlatch 0.10f,regular
365784585,name,Burma Colony,regular
365784585,place,locality,regular
365784585,ta,பர்மா காலனி,name
365784585,created_by,Potlatch 0.10f,regular
365784878,name,Achutan Nagar,regular
365784878,place,locality,regular
365784878,created_by,Potlatch 0.10f,regular
365954022,name,Nandambakkam Ramar Temple,regular
365954022,amenity,place_of_worship,regular
365954022,religion,hindu,regular
365957307,name,Nandambakkam,regular
365957307,highway,bus_stop,regular
365957307,ta,நந்தம்பாக்கம்,name
365975754,amenity,restaurant,regular
365976455,name,SPIC,regular
365976455,landuse,commercial,regular
365983691,name,Alexander Square,regular
365983691,landuse,commercial,regular
365983756,name,TNPL,regular
365983756,landuse,commercial,regular
365983844,name,Wipro CDC3,regular
365983844,landuse,commercial,regular
365983846,name,iGATE,regular
365983846,landuse,commercial,regular
365983847,name,Wipro CDC1,regular
365983847,landuse,commercial,regular
365983863,amenity,fuel,regular
365983863,created_by,Potlatch 0.10f,regular
365983866,name,Hotel Checkers,regular
365983866,tourism,hotel,regular
365983870,name,Temple Steps,regular
365983870,landuse,commercial,regular
365983874,name,Saidapet Court,regular
365983874,highway,bus_stop,regular
365983874,ta,சைதாப்பேட்டை நீதிமன்றம்,name
365987948,name,Sardar Patel Statue,regular
365987948,tourism,attraction,regular
366073574,food,non-veg,regular
366073574,name,Marry Brown,regular
366073574,amenity,fast_food,regular
366073581,food,veg,regular
366073581,name,Hotel Sangeetha,regular
366073581,amenity,restaurant,regular
366073750,food,veg,regular
366073750,name,Adyar Ananda Bhavan,regular
366073750,email,info@aabsweets.com,regular
366073750,phone,914443210011,regular
366073750,amenity,restaurant,regular
366073750,cuisine,regional,regular
366073750,smoking,no,regular
366073750,website,www.aabsweets.in,regular
366073750,alt_name,A2B,regular
366073750,operator,Adyar Ananda Bhavan,regular
366073750,city,Chennai,addr
366073750,street,Jawaharlal Nehru Road (100 Feet Road),addr
366073750,postcode,600106,addr
366073750,vegetarian,only,diet
366075202,amenity,fuel,regular
366075202,created_by,Potlatch 0.10f,regular
366075241,name,Koyambedu Police Station,regular
366075241,amenity,police,regular
366075447,name,Radha Kalayana Mandampam,regular
366075447,amenity,community_hall,regular
366075447,landuse,commercial,regular
366075447,created_by,Potlatch 0.10f,regular
366076252,name,Spencers,regular
366076252,shop,department_store,regular
366076252,created_by,Potlatch 0.10f,regular
366076732,name,Maruti Showroom,regular
366076732,amenity,commercial,regular
366076736,name,Ford Showroom,regular
366076736,amenity,commercial,regular
366081884,highway,traffic_signals,regular
366081884,junction,yes,regular
366083028,name,Guindy,regular
366083028,highway,bus_stop,regular
366083028,ta,கிண்டி,name
366121227,name,St Patricks Church,regular
366121227,amenity,place_of_worship,regular
366121227,religion,christian,regular
366456171,name,Vasudevan Nagar,regular
366456171,is_in,Jafferkhanpet,regular
366456171,place,locality,regular
366456171,ta,வாசுதேவன் நகர்,name
366456171,created_by,Potlatch 0.10f,regular
366460967,name,Saptagiri Colony,regular
366460967,place,locality,regular
366460967,created_by,Potlatch 0.10f,regular
366487195,name,Cosmopolitan Club,regular
366487195,leisure,club,regular
366487431,name,SVS Club,regular
366487431,leisure,club,regular
366487478,name,Philatelic Bureau,regular
366487478,tourism,attraction,regular
366487506,amenity,parking,regular
366487513,amenity,parking,regular
366487531,name,Rajaji Hall,regular
366487531,tourism,attraction,regular
366488527,name,Shanti,regular
366488527,amenity,cinema,regular
366488596,name,Devi,regular
366488596,amenity,cinema,regular
366488865,name,Prince Kushal Towers,regular
366488865,landuse,commercial,regular
366488865,created_by,Potlatch 0.10f,regular
366488926,name,LIC,regular
366488926,landuse,commercial,regular
366488926,created_by,Potlatch 0.10f,regular
366489076,name,Tamil Nadu Electricity Board - TNEB,regular
366489076,landuse,commercial,regular
366498874,name,GK Moopanar Memorial,regular
366498874,tourism,attraction,regular
366739410,name,HP,regular
366739410,amenity,fuel,regular
366739410,created_by,Potlatch 0.10f,regular
366770404,amenity,place_of_worship,regular
366770404,religion,hindu,regular
366770404,created_by,Potlatch 0.10f,regular
366770716,name,eZee Bags,regular
366770716,landuse,commercial,regular
366770716,created_by,Potlatch 0.10f,regular
366795454,name,NS Krishnan Statue,regular
366795454,tourism,artwork,regular
366795454,artwork_type,statue,regular
366795457,name,Kamaraj Memorial House,regular
366795457,tourism,museum,regular
366844008,name,Fountain Plaza,regular
366844008,landuse,commercial,regular
366844008,created_by,Potlatch 0.10f,regular
366845051,name,Ajnabee Snacks,regular
366845051,amenity,restaurant,regular
366845051,created_by,Potlatch 0.10f,regular
366845065,amenity,parking,regular
366845065,created_by,Potlatch 0.10f,regular
366848592,name,Alsa Mall,regular
366848592,shop,mall,regular
366848592,wikidata,Q4735741,regular
366849074,amenity,bank,regular
366849074,wikidata,Q2007090,brand
366849074,name,Central Bank of India,regular
366849074,en,Central Bank of India,name
366849074,website,https://www.centralbankofindia.co.in,regular
366849074,wikidata,Q2007090,regular
366849074,wikipedia,en:Central Bank of India,regular
366849359,name,Raja Annamalai Building,regular
366849359,landuse,commercial,regular
366849359,created_by,Potlatch 0.10f,regular
366849676,name,Wellington Estate,regular
366849676,landuse,commercial,regular
366849676,created_by,Potlatch 0.10f,regular
366849874,name,Asli Punjabi Rasoi Ghar,regular
366849874,amenity,restaurant,regular
366849874,created_by,Potlatch 0.10f,regular
366850682,name,Raja Muthiah Kalyana Mandapam,regular
366850682,amenity,community_hall,regular
366850682,created_by,Potlatch 0.10f,regular
366850692,name,Rani Meyyamai Kalyana Mandapam,regular
366850692,amenity,community_hall,regular
366850692,created_by,Potlatch 0.10f,regular
366852035,name,Rani Meyyamai Hostel,regular
366852035,tourism,hotel,regular
366852035,created_by,Potlatch 0.10f,regular
366853112,name,HCL,regular
366853112,landuse,commercial,regular
366853112,created_by,Potlatch 0.10f,regular
366853372,name,ITDC Hotel Kanchi,regular
366853372,tourism,hotel,regular
366853372,created_by,Potlatch 0.10f,regular
366854033,name,Postal Accounts and Finance Office,regular
366854033,landuse,commercial,regular
366854033,created_by,Potlatch 0.10f,regular
366854757,name,EVK Sampath Maaligai,regular
366854757,landuse,commercial,regular
366854757,created_by,Potlatch 0.10f,regular
366855000,name,DPI Complex,regular
366855000,landuse,commercial,regular
366855000,created_by,Potlatch 0.10f,regular
366855005,name,DPI,regular
366855005,highway,bus_stop,regular
366855005,created_by,Potlatch 0.10f,regular
366856019,name,Commercial Tax Office,regular
366856019,landuse,commercial,regular
366856019,created_by,Potlatch 0.10f,regular
366856302,name,State Bank of India Zonal Office,regular
366856302,amenity,bank,regular
366856302,wikidata,Q1340361,brand
366856666,name,Scope International Offices,regular
366856666,amenity,bank,regular
366856666,created_by,Potlatch 0.10f,regular
366856748,name,Standard Chartered Bank,regular
366856748,amenity,bank,regular
366856748,created_by,Potlatch 0.10f,regular
366857802,name,Regional Meteorological Centre - IMD Chennai,regular
366857802,office,government,regular
366857802,city,chennai,addr
366857802,street,College Road,addr
366857802,postcode,600006,addr
366857802,housenumber,"old.no - 50, new no. - 6",addr
366857938,name,Shastri Bhavan Passport Control Office,regular
366857938,landuse,commercial,regular
366857938,created_by,Potlatch 0.10f,regular
367032338,name,Amir Mahal,regular
367032338,tourism,attraction,regular
367103495,name,Indian Oil,regular
367103495,amenity,fuel,regular
367109287,name,KK Nagar Market,regular
367109287,shop,butcher,regular
367109287,created_by,Potlatch 0.10f,regular
367147772,name,Lemon Tree Hotel,regular
367147772,tourism,hotel,regular
367147772,created_by,Potlatch 0.10f,regular
367789091,name,Balaji Nagar,regular
367789091,place,locality,regular
367789091,ta,பாலாஜி நகர்,name
367789091,created_by,Potlatch 0.10f,regular
367789334,name,Metro Water Office,regular
367789334,amenity,public_building,regular
367789334,created_by,Potlatch 0.10f,regular
367793382,name,Indian Oil,regular
367793382,amenity,fuel,regular
367793382,created_by,Potlatch 0.10f,regular
367795605,name,St. Thomas Hospital,regular
367795605,amenity,hospital,regular
367795605,created_by,Potlatch 0.10f,regular
367868022,amenity,toilets,regular
367869160,name,Bombay Halwa House,regular
367869160,amenity,restaurant,regular
368158463,name,BP,regular
368158463,brand,BP,regular
368158463,amenity,fuel,regular
368158463,lpg,yes,fuel
368158463,diesel,yes,fuel
368158463,octane_80,yes,fuel
368158965,name,BP,regular
368158965,amenity,fuel,regular
368158965,created_by,Potlatch 0.10f,regular
368159417,name,Aquatic Complex,regular
368159417,leisure,sports_centre,regular
368159417,created_by,Potlatch 0.10f,regular
368392408,name,Y Block,regular
368392408,is_in,Anna Nagar,regular
368392408,place,locality,regular
368392409,name,W Block,regular
368392409,is_in,Anna Nagar,regular
368392409,place,neighbourhood,regular
368392410,name,X Block,regular
368392410,is_in,Anna Nagar,regular
368392410,place,locality,regular
368392411,name,Q Block,regular
368392411,is_in,Anna Nagar,regular
368392411,place,locality,regular
368392412,name,R Block,regular
368392412,is_in,Anna Nagar,regular
368392412,place,locality,regular
368392413,name,S Block,regular
368392413,is_in,Anna Nagar,regular
368392413,place,locality,regular
368392414,name,V Block,regular
368392414,is_in,Anna Nagar,regular
368392414,place,locality,regular
368392415,name,U Block,regular
368392415,is_in,Anna Nagar,regular
368392415,place,locality,regular
368392416,name,T Block,regular
368392416,is_in,Anna Nagar,regular
368392416,place,neighbourhood,regular
368392418,name,E Block,regular
368392418,is_in,Anna Nagar,regular
368392418,place,neighbourhood,regular
368392420,name,F Block,regular
368392420,is_in,Anna Nagar,regular
368392420,place,neighbourhood,regular
369149434,name,Labour Colony,regular
369149434,place,neighbourhood,regular
369159350,name,HDFC ATM,regular
369159350,amenity,atm,regular
369159350,created_by,Potlatch 0.10f,regular
369159565,name,ICICI ATM,regular
369159565,amenity,atm,regular
369159756,name,City Bank ATM,regular
369159756,amenity,atm,regular
369161711,name,ICICI,regular
369161711,amenity,atm,regular
369161711,created_by,Potlatch 0.10f,regular
369632221,name,Infant Jesus Shrine,regular
369632221,amenity,place_of_worship,regular
369632221,religion,christian,regular
369632221,created_by,Potlatch 0.10f,regular
369642135,name,Temple,regular
369642135,amenity,place_of_worship,regular
369642135,religion,hindu,regular
369642135,created_by,Potlatch 0.10f,regular
369642158,name,Temple,regular
369642158,amenity,place_of_worship,regular
369642158,religion,hindu,regular
369642158,created_by,Potlatch 0.10f,regular
369642189,name,Bavi Travels,regular
369642189,amenity,car_rental,regular
369643173,name,Green Trends - Family Saloon,regular
369643173,shop,outdoor,regular
369643898,highway,traffic_signals,regular
369643898,crossing,traffic_signals,regular
369643898,crossing_ref,zebra,regular
369644544,highway,traffic_signals,regular
369644544,crossing,traffic_signals,regular
369644544,crossing_ref,zebra,regular
369644724,amenity,bank,regular
369644724,brand,HDFC,regular
369644724,wikidata,Q631047,brand
369644724,name,HDFC Bank,regular
369644724,operator,HDFC Bank,regular
369644724,short_name,HDFC,regular
369644724,website,https://www.hdfcbank.com,regular
369644724,wikidata,Q631047,regular
369644724,wikipedia,en:HDFC Bank,regular
369644829,name,Cafe Coffee Day,regular
369644829,amenity,cafe,regular
369875745,name,Holy Trinity Church,regular
369875745,church,Church of South India,regular
369875745,amenity,place_of_worship,regular
369875745,religion,christian,regular
369875745,denomination,united,regular
369932290,name,Bharathidasan Colony,regular
369932290,place,locality,regular
369932290,ta,பாரதிதாசன் காலனி,name
369932290,created_by,Potlatch 0.10f,regular
370132384,barrier,gate,regular
370132387,barrier,gate,regular
370142855,name,RTO Office KK Nagar,regular
370142855,amenity,public_building,regular
370142857,name,KK Nagar Telephone Exchange,regular
370142857,amenity,public_building,regular
370142989,entrance,yes,regular
